UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,ParentCaseNumber,ParentUNID,VeteranName,LineNumber,AwardName,AwardCode,AwardCategory,Quantity,SetType,Devices,DeviceCount,Engrave,EngravingText,StockNumber,LineStatus,BackorderETA,Authority,DocReaders,LineKey
FF90FC489EF9E4ECAEBCFCA9CE7568D5,NT000231,B821CC814D35A2931EE14A344A7ECD23,08/03/2026 07:18:00,08/21/2026 09:48:00,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2026-000013,B821CC814D35A2931EE14A344A7ECD23,"Fairweather, Darnell",2,Parachutist Badge,PB,Badge,1,Miniature,,0,No,,8455-00-456-6845,Assembly,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,VMA-2026-000013|02
5C522D86D05B8C0FE34502039B13BBED,NT000232,B821CC814D35A2931EE14A344A7ECD23,08/03/2026 07:01:00,08/21/2026 09:48:00,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000013,B821CC814D35A2931EE14A344A7ECD23,"Fairweather, Darnell",3,National Defense Service Medal,NDSM,Medal,1,Miniature,,0,Yes,D. H. FAIRWEATHER,8455-01-306-6571,Picked,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,VMA-2026-000013|03
5EDA7893997181AC0DBC459607EAA4AA,NT000233,D5FA3C49788703F03950EFE755BDA967,07/10/2026 00:23:00,07/28/2026 11:54:00,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2026-000014,D5FA3C49788703F03950EFE755BDA967,"Prentiss, Eugene",1,Bronze Star Medal,BSM,Medal,1,Miniature,Bronze service star,2,No,,8455-00-766-1084,Picked,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2026-000014|01
3456ED64C1A1C746F23A528711259443,NT000234,D5FA3C49788703F03950EFE755BDA967,07/10/2026 00:15:00,07/28/2026 11:54:00,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000014,D5FA3C49788703F03950EFE755BDA967,"Prentiss, Eugene",2,American Defense Service Medal,ADSM,Medal,1,Full Size + Miniature,Arrowhead,1,No,,8455-00-184-0820,Picked,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000014|02
C1D1705272F684E221AB5037A58274C1,NT000235,D5FA3C49788703F03950EFE755BDA967,07/10/2026 00:24:00,07/28/2026 11:54:00,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,VMA-2026-000014,D5FA3C49788703F03950EFE755BDA967,"Prentiss, Eugene",3,Combat Infantryman Badge,CIB,Badge,1,Full Size,Bronze oak leaf cluster,1,No,,8455-01-082-3829,Picked,,NA Form 13038,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2026-000014|03
74EF1AF46A1C777B0636583DB1BC2097,NT000236,643D4DC63020927D486A37A855D130EC,06/10/2026 22:20:00,06/27/2026 08:09:00,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,VMA-2026-000015,643D4DC63020927D486A37A855D130EC,"Nordstrom, Clarence",1,Army Reserve Components Achievement Medal,ARCAM,Medal,1,Miniature,Bronze oak leaf cluster,1,Yes,C. NORDSTROM,8455-01-123-5926,Picked,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2026-000015|01
489660080FE2B0E437CCF1E1172615C0,NT000237,921EF29B076C7852B3CDBD7B5C730FC4,07/22/2026 02:30:00,08/13/2026 08:12:00,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,VMA-2026-000016,921EF29B076C7852B3CDBD7B5C730FC4,"Marchetti, Lamont",1,Parachutist Badge,PB,Badge,1,Full Size,Bronze oak leaf cluster,1,No,,8455-00-517-8379,Picked,,NA Form 13038,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2026-000016|01
302AEA5457E53F612936285261B6822F,NT000238,4CD0213A2A9629168D66932FF201356D,06/17/2026 16:33:00,07/05/2026 10:07:00,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2026-000017,4CD0213A2A9629168D66932FF201356D,"Pettiford, Harold",1,National Defense Service Medal,NDSM,Medal,1,Full Size,Bronze service star,2,No,,8455-01-662-4983,Shipped,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,VMA-2026-000017|01
381A0CA5226777A14328B5215CE52100,NT000239,4CD0213A2A9629168D66932FF201356D,06/17/2026 16:32:00,07/05/2026 10:07:00,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,VMA-2026-000017,4CD0213A2A9629168D66932FF201356D,"Pettiford, Harold",2,Republic of Vietnam Gallantry Cross Unit Citation,RVNGC,Unit Award,1,Miniature,,0,No,,8455-01-684-7944,Shipped,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2026-000017|02
6C6246EEEB943AB3BAB4DE31B05B578A,NT000240,4CD0213A2A9629168D66932FF201356D,06/17/2026 16:13:00,07/05/2026 10:07:00,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,VMA-2026-000017,4CD0213A2A9629168D66932FF201356D,"Pettiford, Harold",3,Combat Medical Badge,CMB,Badge,1,Full Size,,0,No,,8455-00-032-6676,Shipped,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2026-000017|03
17290816F8D8653DFF1BA899E9F250DE,NT000241,D0767281765E535C2DFF594787C97B8F,03/25/2026 21:14:00,04/14/2026 11:45:00,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,VMA-2026-000018,D0767281765E535C2DFF594787C97B8F,"Quintanilla, Betty",1,Army Reserve Components Achievement Medal,ARCAM,Medal,1,Full Size,,0,Yes,B. QUINTANILLA,8455-01-415-6932,Shipped,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2026-000018|01
4C2660E5E61237AE4E3998C62BB0059C,NT000242,D0767281765E535C2DFF594787C97B8F,03/25/2026 20:51:00,04/14/2026 11:45:00,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2026-000018,D0767281765E535C2DFF594787C97B8F,"Quintanilla, Betty",2,Parachutist Badge,PB,Badge,1,Ribbon Only,Bronze service star,2,No,,8455-01-670-1308,Shipped,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,VMA-2026-000018|02
4F7F8502173F3D7C326D24F4818FD64D,NT000243,A568E8F8F9F59DF70C2BC9DFF7134FAF,06/01/2026 18:05:00,06/21/2026 10:41:00,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000019,A568E8F8F9F59DF70C2BC9DFF7134FAF,"Kettering, Vernon",1,Southwest Asia Service Medal,SWASM,Medal,1,Miniature,Bronze oak leaf cluster,1,No,,8455-00-266-6316,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,VMA-2026-000019|01
E5996DBBA448CE3AB44BC62D43FC3D1E,NT000244,A568E8F8F9F59DF70C2BC9DFF7134FAF,06/01/2026 17:53:00,06/21/2026 10:41:00,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,VMA-2026-000019,A568E8F8F9F59DF70C2BC9DFF7134FAF,"Kettering, Vernon",2,Overseas Service Ribbon,OSR,Ribbon,1,Full Size,,0,No,,8455-00-494-5884,Shipped,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2026-000019|02
5AB7AB80AE253F2F54857FF34A4A9D07,NT000245,A568E8F8F9F59DF70C2BC9DFF7134FAF,06/01/2026 18:04:00,06/21/2026 10:41:00,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2026-000019,A568E8F8F9F59DF70C2BC9DFF7134FAF,"Kettering, Vernon",3,Armed Forces Expeditionary Medal,AFEM,Medal,1,Full Size,,0,No,,8455-00-177-3233,Shipped,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2026-000019|03
27EC0BB296770492C70C46B073D07E13,NT000246,1CE295C36C17E043BE037FB3E095D686,05/22/2026 21:10:00,06/11/2026 08:06:00,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,VMA-2026-000020,1CE295C36C17E043BE037FB3E095D686,"Ybarra, Gloria",1,Military Outstanding Volunteer Service Medal,MOVSM,Medal,1,Full Size,,0,No,,8455-00-901-4400,Shipped,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2026-000020|01
1172353B22562C69D4101C405DEC59D4,NT000247,1CE295C36C17E043BE037FB3E095D686,05/22/2026 21:08:00,06/11/2026 08:06:00,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2026-000020,1CE295C36C17E043BE037FB3E095D686,"Ybarra, Gloria",2,Global War on Terrorism Expeditionary Medal,GWOTEM,Medal,1,Full Size,"""V"" device",1,No,,8455-01-183-2616,Shipped,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2026-000020|02
8C5A9501F5F8509E43F8C7DA643FE434,NT000248,5688967A719626DF7B4CD4ACEB99A647,07/02/2026 03:14:00,07/22/2026 12:00:00,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,VMA-2026-000021,5688967A719626DF7B4CD4ACEB99A647,"Pettiford, Cassandra",1,Armed Forces Reserve Medal,AFRM,Medal,1,Full Size,Arrowhead,1,No,,8455-00-010-0494,In Progress,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,VMA-2026-000021|01
A45BB28E69D81AED5ED830359012D460,NT000249,5688967A719626DF7B4CD4ACEB99A647,07/02/2026 03:25:00,07/22/2026 12:00:00,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2026-000021,5688967A719626DF7B4CD4ACEB99A647,"Pettiford, Cassandra",2,Army of Occupation Medal,AOM,Medal,1,Full Size + Miniature,,0,No,,8455-00-757-4517,In Progress,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,VMA-2026-000021|02
57091B45669FD8ADE759A35E6E7234F2,NT000250,5688967A719626DF7B4CD4ACEB99A647,07/02/2026 03:16:00,07/22/2026 12:00:00,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2026-000021,5688967A719626DF7B4CD4ACEB99A647,"Pettiford, Cassandra",3,NCO Professional Development Ribbon,NCOPDR,Ribbon,1,Full Size,,0,No,,8455-00-161-4603,In Progress,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,VMA-2026-000021|03
5EBCA4BCCDD9733B901DEED2FEEF6FD4,NT000251,5688967A719626DF7B4CD4ACEB99A647,07/02/2026 03:23:00,07/22/2026 12:00:00,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,VMA-2026-000021,5688967A719626DF7B4CD4ACEB99A647,"Pettiford, Cassandra",4,Parachutist Badge,PB,Badge,1,Full Size,Bronze service star,2,No,,8455-00-940-4616,In Progress,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2026-000021|04
5192011797F3035A3C5F7BCFA9CC0F5C,NT000252,5688967A719626DF7B4CD4ACEB99A647,07/02/2026 03:05:00,07/22/2026 12:00:00,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000021,5688967A719626DF7B4CD4ACEB99A647,"Pettiford, Cassandra",5,Humanitarian Service Medal,HSM,Medal,1,Ribbon Only,,0,No,,8455-00-036-9969,In Progress,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,VMA-2026-000021|05
E059DF63D93C5732197F9ABD80CD5C33,NT000253,E2D6DAE06FCFC0BAF03D023D471F3948,05/21/2026 00:33:00,06/05/2026 11:03:00,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2026-000022,E2D6DAE06FCFC0BAF03D023D471F3948,"Nordstrom, Marcus",1,Army Good Conduct Medal,GCM,Medal,1,Full Size,Arrowhead,1,Yes,M. N. NORDSTROM,8455-00-298-8620,In Progress,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,VMA-2026-000022|01
403B6A52E23AEE7C67734DBF46C9205C,NT000254,E2D6DAE06FCFC0BAF03D023D471F3948,05/21/2026 00:20:00,06/05/2026 11:03:00,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,VMA-2026-000022,E2D6DAE06FCFC0BAF03D023D471F3948,"Nordstrom, Marcus",2,NCO Professional Development Ribbon,NCOPDR,Ribbon,1,Miniature,"""V"" device",1,No,,8455-00-220-0903,In Progress,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2026-000022|02
680FC51488031A0F9CAB482D7BF42823,NT000255,E2D6DAE06FCFC0BAF03D023D471F3948,05/21/2026 00:18:00,06/05/2026 11:03:00,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2026-000022,E2D6DAE06FCFC0BAF03D023D471F3948,"Nordstrom, Marcus",3,Parachutist Badge,PB,Badge,1,Full Size + Miniature,Bronze oak leaf cluster,1,No,,8455-01-934-2954,In Progress,,NA Form 13038,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2026-000022|03
59043C0D3FCAD22BD25A0CD343BBBB86,NT000256,0AA8D7317E5F8935618262D3AABF4D39,07/21/2026 02:04:00,08/10/2026 11:58:00,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,VMA-2026-000023,0AA8D7317E5F8935618262D3AABF4D39,"Galloway, Darnell",1,Combat Medical Badge,CMB,Badge,1,Full Size,Arrowhead,1,No,,8455-01-381-5907,In Progress,,NA Form 13038,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2026-000023|01
51AC2AE4B64F5439F61AF2DE74CA5132,NT000257,F635D98F8A39C668F07A1B1CE86A9375,10/25/2024 10:38:03,11/21/2024 21:29:03,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2024-000001,F635D98F8A39C668F07A1B1CE86A9375,"Abernathy, Margaret",1,Republic of Korea War Service Medal,ROKWSM,Medal,1,Full Size,,0,Yes,M. F. ABERNATHY,8455-00-714-3499,Closed,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2024-000001|01
C35544074955EFBEE16B32966FAEE65B,NT000258,BFF560B2A36A5EF7F9962BF3BC48A90B,05/24/2015 09:04:38,06/25/2015 21:38:38,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2011-000400,BFF560B2A36A5EF7F9962BF3BC48A90B,"Kettering, Theresa",1,NCO Professional Development Ribbon,NCOPDR,Ribbon,2,Full Size + Miniature,,0,No,,8455-00-763-6651,Shipped,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2011-000400|01
D80761083735596F12386D76EDC3A0C7,NT000259,F3FE05A00EE20853FB5DE48F5B813F1A,08/28/2012 17:10:06,09/29/2012 06:52:06,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2014-000407,F3FE05A00EE20853FB5DE48F5B813F1A,"Prentiss, Jeffrey",1,Honorable Service Lapel Button,HSLB,Lapel Button,1,Full Size + Miniature,"""V"" device",1,No,,8455-00-928-7735,Shipped,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,VMA-2014-000407|01
98B78BED1EE0D80EF43E4A3B603A784B,NT000260,ECADD7C12B9ADDE3AC4AC6493A7B9438,10/25/2024 10:51:03,11/21/2024 21:29:03,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2018-000414,ECADD7C12B9ADDE3AC4AC6493A7B9438,"Galloway, Roderick",1,Combat Medical Badge,CMB,Badge,1,Full Size,"""V"" device",1,No,,8455-01-404-7740,Shipped,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2018-000414|01
